iter	Logloss
652	0.2993585829
653	0.2993085729
654	0.299256109
655	0.2991936938
656	0.2991288831
657	0.2990987889
658	0.2990293464
659	0.2989737833
660	0.2989562308
661	0.2989000226
662	0.2988514719
663	0.2988133556
664	0.2987604984
665	0.2987115914
666	0.2986476014
667	0.2986206022
668	0.2985689321
669	0.2985275364
670	0.2984740508
671	0.2983991632
672	0.2983755794
673	0.2983295421
674	0.2982934485
675	0.2982384265
676	0.29817268
677	0.2981004123
678	0.2980632546
679	0.2980072675
680	0.2979569238
681	0.2979249645
682	0.2978602041
683	0.2978134394
684	0.2977295981
685	0.2977096943
686	0.297649094
687	0.297624766
688	0.2975933208
689	0.2975378211
690	0.2974892006
691	0.2974748285
692	0.2974280048
693	0.2973853573
694	0.2973395982
695	0.2972854637
696	0.297251435
697	0.2972177148
698	0.297177317
699	0.29713748
700	0.2970863406
701	0.2970284788
702	0.2970133475
703	0.2969882022
704	0.2969345754
705	0.2968907935
706	0.2968573697
707	0.2968029561
708	0.2967439776
709	0.2967118982
710	0.2966986244
711	0.2966295008
712	0.2966111007
713	0.296559757
714	0.2965303098
715	0.2964913516
716	0.2964608377
717	0.2964251913
718	0.2963921288
719	0.2963373344
720	0.2962864469
721	0.2962415608
722	0.2961997337
723	0.2961588953
724	0.2961211532
725	0.2960875604
726	0.2960240959
727	0.2959607955
728	0.2959155498
729	0.295879076
730	0.2958620771
731	0.2958113411
732	0.2957678582
733	0.2957223276
734	0.2956883979
735	0.2956373458
736	0.2956016371
737	0.2955888379
738	0.2955239458
739	0.2954910142
740	0.2954250799
741	0.2953521133
742	0.2953060564
743	0.2952610541
744	0.2951803774
745	0.295139826
746	0.2950804298
747	0.2950391761
748	0.2949937535
749	0.2949623247
750	0.2948995858
751	0.2948468545
752	0.2947914575
753	0.2947439615
754	0.2947004221
755	0.2946753723
756	0.2946173972
757	0.2945876204
758	0.2945350226
759	0.2944604634
760	0.2944230492
761	0.294365334
762	0.2943227358
763	0.294283529
764	0.2942548663
765	0.2942150573
766	0.2941702119
767	0.294128342
768	0.2940982825
769	0.294068071
770	0.2940254318
771	0.2939804415
772	0.2939285587
773	0.2939062177
774	0.2938571086
775	0.2938054596
776	0.2937555892
777	0.2936867573
778	0.2936542633
779	0.2936037155
780	0.293548891
781	0.293503827
782	0.2934622804
783	0.2934285644
784	0.2933807056
785	0.2933218181
786	0.2932734618
787	0.2932230847
788	0.2931626264
789	0.2931435923
790	0.2930869535
791	0.2930528426
792	0.293014285
793	0.292972917
794	0.292951758
795	0.2929099947
796	0.2928727533
797	0.2928475124
798	0.2927844549
799	0.2927403424
800	0.2926915952
801	0.292639749
802	0.292622175
803	0.2925769214
804	0.2925444461
805	0.2925103027
806	0.2924517859
807	0.2924246599
808	0.2923840554
809	0.2923392619
810	0.2923014356
811	0.2922642598
812	0.2922312803
813	0.2922023519
814	0.2921808799
815	0.2921488003
816	0.2921143918
817	0.2920850829
818	0.2920513334
819	0.2920184966
820	0.2919684873
821	0.291938449
822	0.2918855602
823	0.2918342936
824	0.2917730621
825	0.2917114163
826	0.2916708485
827	0.291643343
828	0.2916099715
829	0.2915681477
830	0.2915293991
831	0.291475556
832	0.2914208255
833	0.291361384
834	0.2913127067
835	0.2912790583
836	0.2912550335
837	0.2912189578
838	0.2911848869
839	0.2911550066
840	0.2911123439
841	0.2910773951
842	0.2910298153
843	0.2909851047
844	0.290950137
845	0.2909405444
846	0.2909210483
847	0.2908802811
848	0.2908336224
849	0.2907756648
850	0.2907297289
851	0.2906807949
852	0.2906487308
853	0.2906164384
854	0.2905617983
855	0.2905140915
856	0.2904778582
857	0.2904229057
858	0.2903984763
859	0.2903857568
860	0.2903345515
861	0.2903048138
862	0.2902849271
863	0.2902471653
864	0.2902130413
865	0.2901663245
866	0.2901145025
867	0.2900714013
868	0.2900296001
869	0.2899864289
870	0.2899691704
871	0.2899209832
872	0.2898755268
873	0.289845479
874	0.2898314532
875	0.2897845769
876	0.2897153693
877	0.2896781149
878	0.2896217428
879	0.2895742648
880	0.2895296721
881	0.2895106578
882	0.2894629298
883	0.2894128557
884	0.2893648393
885	0.2893352316
886	0.2892890906
887	0.2892538479
888	0.2892061692
889	0.2891704671
890	0.2891224287
891	0.2890947841
892	0.289024839
893	0.2889844101
894	0.2889662323
895	0.2889316478
896	0.2888893548
897	0.2888420875
898	0.2888039862
899	0.2887566061
900	0.2887098624
901	0.2886775303
902	0.2886374838
903	0.2886045998
904	0.2885680694
905	0.2885230387
906	0.2884640825
907	0.2884279628
908	0.2883801087
909	0.2883329735
910	0.2882966829
911	0.2882707944
912	0.2882269964
913	0.2881969854
914	0.2881557155
915	0.2881251809
916	0.288067499
917	0.2880257716
918	0.2880006947
919	0.287947808
920	0.2879071768
921	0.2878720042
922	0.2878473812
923	0.2878210577
924	0.2877891113
925	0.2877488294
926	0.2876980854
927	0.2876428156
928	0.287585988
929	0.2875356141
930	0.2874961846
931	0.2874618652
932	0.2874510451
933	0.2874019689
934	0.2873796276
935	0.2873539004
936	0.2873062812
937	0.2872806641
938	0.2872488995
939	0.2872082112
940	0.2871639446
941	0.2871208619
942	0.2870864414
943	0.287067146
944	0.2870377958
945	0.287013065
946	0.2869594381
947	0.2869018672
948	0.2868456153
949	0.2868097743
950	0.2867623433
951	0.2867284838
952	0.2866922291
953	0.2866553917
954	0.2866107981
955	0.2865690677
956	0.2865201088
957	0.2865087726
958	0.2864865467
959	0.2864387034
960	0.286396704
961	0.2863552334
962	0.286307495
963	0.2862652215
964	0.2862160995
965	0.2861775031
966	0.2861437751
967	0.2861216074
968	0.2860868021
969	0.2860187791
970	0.2859689604
971	0.2859427562
972	0.2859120206
973	0.2858632106
974	0.2858205636
975	0.2857929586
976	0.2857588558
977	0.2857125764
978	0.2856791285
979	0.285641427
980	0.2855778321
981	0.2855475485
982	0.2855075022
983	0.2854658155
984	0.2854347369
985	0.2854017369
986	0.2853478439
987	0.2852922646
988	0.2852554932
989	0.2852053717
990	0.2851692082
991	0.2851324337
992	0.2851026562
993	0.2850916367
994	0.285064053
995	0.2850177743
996	0.2849794162
997	0.2849659821
998	0.2849078815
999	0.2848753822
